ensembl_gene_id,uniprotkb_canonical_ac,status,genename,brain
ENSMUSG00000000134,Q64092-1,reviewed,"""Tfe3""",3.3968
ENSMUSG00000026749,Q9ES70-1,reviewed,"""Nek6""",3.5195
ENSMUSG00000026219,G5E870-1,reviewed,"""Trip12""",4.588
ENSMUSG00000023336,Q9ESH5-1,reviewed,"""Wfdc1""",2.8374
ENSMUSG00000026743,O54826-1,reviewed,"""Mllt10""",4.8026
ENSMUSG00000023191,Q8CG70-1,reviewed,"""P3h3""",4.9315
ENSMUSG00000040990,Q8R550-1,reviewed,"""Sh3kbp1""",3.73
ENSMUSG00000032615,Q8VCE6-1,reviewed,"""Nt5m""",4.8899
ENSMUSG00000030850,Q9Z2A5-1,reviewed,"""Ate1""",3.7155
ENSMUSG00000041351,A2ALS5-1,reviewed,"""Rap1gap""",7.0284
ENSMUSG00000041355,Q9CPW5-1,reviewed,"""Ssr2""",5.4598
ENSMUSG00000041354,Q61193-1,reviewed,"""Rgl2""",6.0088
ENSMUSG00000031921,O35144-1,reviewed,"""Terf2""",3.9565
ENSMUSG00000000355,Q9DB27-1,reviewed,"""Mcts1""",5.7587
ENSMUSG00000031432,Q9D7G0-1,reviewed,"""Prps1""",4.8276
ENSMUSG00000031431,Q9Z2S7-1,reviewed,"""Tsc22d3""",5.4136
ENSMUSG00000038648,Q8BH52-1,reviewed,"""Creb3l2""",1.3544
ENSMUSG00000048537,Q6PDH0-1,reviewed,"""Phldb1""",5.9475
ENSMUSG00000003814,P14211-1,reviewed,"""Calr""",7.8015
ENSMUSG00000038642,O70370-1,reviewed,"""Ctss""",4.985
ENSMUSG00000038646,Q9CQY2-1,reviewed,"""Ramac""",4.9683
ENSMUSG00000003812,P56542-1,reviewed,"""Dnase2""",2.3458
ENSMUSG00000003813,P54726-1,reviewed,"""Rad23a""",5.3049
ENSMUSG00000030342,P40240-1,reviewed,"""Cd9""",5.2162
ENSMUSG00000096145,Q9CRC0-1,reviewed,"""Vkorc1""",4.6251
ENSMUSG00000030341,P25118-1,reviewed,"""Tnfrsf1a""",2.5527
ENSMUSG00000050846,Q9CY99-1,unreviewed,"""Zfp623""",2.5083
ENSMUSG00000004455,P63087-1,reviewed,"""Ppp1cc""",7.0706
ENSMUSG00000032249,O35381-1,reviewed,"""Anp32a""",7.9691
ENSMUSG00000029404,Q9JM93-1,reviewed,"""Arl6ip4""",5.324
ENSMUSG00000004451,Q9JIW9-1,reviewed,"""Ralb""",3.4687
ENSMUSG00000022066,Q9DBT4-1,reviewed,"""Entpd4""",3.7563
ENSMUSG00000073418,P01029-1,reviewed,"""C4b""",2.8882
ENSMUSG00000031696,Q9EQH3-1,reviewed,"""Vps35""",5.3327
ENSMUSG00000024197,Q9DBG5-1,reviewed,"""Plin3""",2.8691
ENSMUSG00000046079,Q8BGR2-1,reviewed,"""Lrrc8d""",2.9327
ENSMUSG00000024194,Q9CQ89-1,reviewed,"""Cuta""",5.9096
ENSMUSG00000026965,Q8BZQ7-1,reviewed,"""Anapc2""",5.1349
ENSMUSG00000026966,Q9JJ94-1,reviewed,"""Ssna1""",5.0161
ENSMUSG00000026960,Q8BH07-1,reviewed,"""Arl6ip6""",2.8486
ENSMUSG00000024193,Q9Z1B8-1,reviewed,"""Phf1""",4.1631
ENSMUSG00000020516,Q8BSK8-1,reviewed,"""Rps6kb1""",3.8758
ENSMUSG00000020514,Q8BU88-1,reviewed,"""Mrpl22""",4.5355
ENSMUSG00000020515,Q9D8X5-1,reviewed,"""Cnot8""",4.9699
ENSMUSG00000024442,Q9DCV6-1,reviewed,"""Dele1""",4.0542
ENSMUSG00000043079,Q8CC35-1,reviewed,"""Synpo""",4.8823
ENSMUSG00000050705,B8JJ69-1,unreviewed,"""2310061I04Rik""",5.6262
ENSMUSG00000022241,Q9D0R2-1,reviewed,"""Tars""",3.6612
ENSMUSG00000029922,Q9QXP6-1,reviewed,"""Mkrn1""",5.6667
ENSMUSG00000022244,O09174-1,reviewed,"""Amacr""",1.9051
ENSMUSG00000022248,Q9QWZ1-1,reviewed,"""Rad1""",2.5192
ENSMUSG00000041733,Q9CXI0-1,reviewed,"""Coq5""",3.949
ENSMUSG00000064037,Q8VCE2-1,reviewed,"""Gpn1""",3.5554
ENSMUSG00000028743,Q8CG76-1,reviewed,"""Akr7a2""",3.2425
ENSMUSG00000028741,Q9D0I8-1,reviewed,"""Mrto4""",4.5977
ENSMUSG00000028745,P47757-1,reviewed,"""Capzb""",6.7108
ENSMUSG00000028744,Q8C4N4-1,reviewed,"""Pqlc2""",3.1667
ENSMUSG00000069495,Q8C0I4-1,reviewed,"""Epc2""",3.4722
ENSMUSG00000060657,Q8BJ34-1,reviewed,"""Marf1""",4.1821
ENSMUSG00000029059,Q9DB60-1,reviewed,"""Prxl2b""",5.9081
ENSMUSG00000029433,Q9JIQ3-1|A0A0G2JFF0-1,reviewed|unreviewed,"""Diablo""|""Gm49027""",5.0635
ENSMUSG00000029430,P62827-1,reviewed,"""Ran""",6.1138
ENSMUSG00000026097,Q921I0-1,reviewed,"""Ormdl1""",2.3207
ENSMUSG00000029434,Q9D2N9-1,reviewed,"""Vps33a""",4.5681
ENSMUSG00000037992,P11416-1,reviewed,"""Rara""",1.8776
ENSMUSG00000037993,Q80X98-1,unreviewed,"""Dhx38""",3.1661
ENSMUSG00000021264,Q00899-1,reviewed,"""Yy1""",3.9316
ENSMUSG00000037997,Q8CFF0-1,reviewed,"""Parp11""",3.5438
ENSMUSG00000035595,Q9DAZ5-1,reviewed,,2.7251
ENSMUSG00000035596,Q8CHK3-1,reviewed,"""Mboat7""",5.7924
ENSMUSG00000035847,Q08890-1,reviewed,"""Ids""",6.6327
ENSMUSG00000035845,Q8VDB2-1,reviewed,"""Alg12""",2.7514
ENSMUSG00000025047,Q6NS46-1,reviewed,"""Pdcd11""",2.5136
ENSMUSG00000025733,Q8JZN7-1,reviewed,"""Rhot2""",5.7122
ENSMUSG00000025732,Q9CQB2-1,reviewed,"""Mcrip2""",3.4239
ENSMUSG00000028522,Q5UAK0-3,reviewed,"""Mier1""",4.0184
ENSMUSG00000025737,Q8CFJ9-1,reviewed,"""Wdr24""",3.7653
ENSMUSG00000025736,Q3TA59-1,reviewed,"""Jmjd8""",4.9906
ENSMUSG00000021607,Q99N90-1,reviewed,"""Mrpl36""",4.6314
ENSMUSG00000021606,P52503-1,reviewed,"""Ndufs6""",6.7346
ENSMUSG00000021608,Q3TFD2-1,reviewed,"""Lpcat1""",4.0214
ENSMUSG00000031672,P05202-1,reviewed,"""Got2""",6.2548
ENSMUSG00000032312,P41241-1,reviewed,"""Csk""",3.7518
ENSMUSG00000058761,E9Q7F2-1,reviewed,"""Rnf169""",2.9886
ENSMUSG00000072872,Q8CCI5-1,reviewed,"""Rybp""",3.7127
ENSMUSG00000053907,Q3THS6-1,reviewed,"""Mat2a""",6.426
ENSMUSG00000007950,Q8R0P8-1,reviewed,"""Abhd8""",7.0851
ENSMUSG00000029863,P29594-1,reviewed,"""Casp2""",3.3885
ENSMUSG00000017756,Q9WVL3-1,reviewed,"""Slc12a7""",0.6908
ENSMUSG00000017754,P55065-1,reviewed,"""Pltp""",5.7799
ENSMUSG00000021748,Q9D051-1,reviewed,"""Pdhb""",6.3868
ENSMUSG00000061306,Q5I012-1,reviewed,"""Slc38a10""",4.7974
ENSMUSG00000071454,O70585-1,reviewed,"""Dtnb""",5.9471
ENSMUSG00000071451,P0C7N9-1,reviewed,"""Psmg4""",4.1756
ENSMUSG00000044881,Q8BT51-1,reviewed,"""COA4""",1.6825
ENSMUSG00000013878,D3Z0A0-1|Q8CBG9-1,unreviewed|reviewed,"""Gm45692""|""Rnf170""",3.3613
ENSMUSG00000036160,P70279-1,reviewed,"""Surf6""",3.205
ENSMUSG00000002210,Q9DB90-1,reviewed,"""Smg9""",5.0305
ENSMUSG00000032869,Q8BHL8-1,reviewed,"""Psmf1""",4.0889
ENSMUSG00000032867,Q8BIA4-1,reviewed,"""Fbxw8""",3.497
ENSMUSG00000074643,Q8C166-1,reviewed,"""Cpne1""",4.3773
ENSMUSG00000021738,Q8R4I1-1,reviewed,"""Atxn7""",2.686
ENSMUSG00000038416,Q8R349-1,reviewed,"""Cdc16""",4.6719
ENSMUSG00000038417,Q91WF7-1,reviewed,"""Fig4""",3.1701
ENSMUSG00000038412,Q9JLR9-1,reviewed,"""Higd1a""",4.9966
ENSMUSG00000038418,P08046-1,reviewed,"""Egr1""",5.5925
ENSMUSG00000037692,Q6PAL7-1,reviewed,"""Ahdc1""",3.9209
ENSMUSG00000070394,Q5F285-1,reviewed,"""Tmem256""",6.2405
ENSMUSG00000022808,Q91YJ2-1,reviewed,"""Snx4""",3.6337
ENSMUSG00000022800,Q91Z49-1,reviewed,"""Fyttd1""",4.8135
ENSMUSG00000022801,Q8BVU0-1,reviewed,"""Lrch3""",4.0531
ENSMUSG00000016933,Q62077-1,reviewed,"""Plcg1""",5.1652
ENSMUSG00000024952,Q9Z2B9-1,reviewed,"""Rps6ka4""",3.5914
ENSMUSG00000024953,P99029-1,reviewed,"""Prdx5""",7.3653
ENSMUSG00000024955,O08580-1,reviewed,"""Esrra""",4.8918
ENSMUSG00000030802,O55028-1,reviewed,"""Bckdk""",4.9804
ENSMUSG00000024958,Q80ZU9-1,reviewed,"""Gpr137""",5.38
ENSMUSG00000024959,Q61337-1,reviewed,"""Bad""",4.3954
ENSMUSG00000005373,Q99MZ3-1,reviewed,"""Mlxipl""",0.8342
ENSMUSG00000030647,Q9CQ54-1,reviewed,"""Ndufc2""",6.752
ENSMUSG00000030649,P60007-1,reviewed,"""Anapc15""",4.5103
ENSMUSG00000024222,Q64378-1,reviewed,"""Fkbp5""",2.9641
ENSMUSG00000027357,Q80ZM8-1,reviewed,"""Crls1""",3.8098
ENSMUSG00000027351,Q924S8-1,reviewed,"""Spred1""",4.409
ENSMUSG00000033732,Q921M3-1,reviewed,"""Sf3b3""",4.1934
ENSMUSG00000045078,P58283-1,reviewed,"""Rnf216""",3.5671
ENSMUSG00000011114,Q3UB74-1,reviewed,"""Tbrg1""",4.4695
ENSMUSG00000024991,P23116-1,reviewed,"""Eif3a""",4.8302
ENSMUSG00000091896,P62838-1,reviewed,"""Ube2d2""",4.8209
ENSMUSG00000005621,Q8BHZ4-1,reviewed,"""Znf592""",2.9122
ENSMUSG00000029394,O35207-1,reviewed,"""Cdk2ap1""",5.9009
ENSMUSG00000005625,O35226-1,reviewed,"""Psmd4""",6.5898
ENSMUSG00000030423,Q9CR08-1,reviewed,"""Pop4""",3.982
ENSMUSG00000037434,Q60738-1,reviewed,"""Slc30a1""",3.0442
ENSMUSG00000030421,Q3TLD5-1,reviewed,"""Uri1""",3.9333
ENSMUSG00000027243,Q8BR93-1,reviewed,"""Harbi1""",1.0771
ENSMUSG00000037349,Q9DD16-1,reviewed,"""Nudt22""",3.0325
ENSMUSG00000020962,Q99PM3-1,reviewed,"""Gtf2a1""",3.6191
ENSMUSG00000019461,Q9JIZ9-1,reviewed,"""Plscr3""",3.6203
ENSMUSG00000040506,A2AH22-1,reviewed,"""Ambra1""",4.034
ENSMUSG00000019464,P35375-1,reviewed,"""Ptger1""",2.8296
ENSMUSG00000021190,O89017-1,reviewed,"""Lgmn""",5.718
ENSMUSG00000031774,Q91WE2-1,reviewed,"""Fam192a""",4.5534
ENSMUSG00000031776,Q9D385-1,reviewed,"""Arl2bp""",6.3318
ENSMUSG00000031770,Q9JJK5-1,reviewed,"""Herpud1""",5.0594
ENSMUSG00000060636,O55142-1,reviewed,"""Rpl35a""",7.5808
ENSMUSG00000026554,Q8N7N5-1,reviewed,"""Dcaf8""",5.3364
ENSMUSG00000023075,Q99LF1-1,reviewed,"""Akirin1""",4.4302
ENSMUSG00000023072,Q9CZX2-1,reviewed,"""Cep89""",3.4764
ENSMUSG00000026895,Q9DCJ5-1,reviewed,"""Ndufa8""",6.512
ENSMUSG00000026000,O89112-1,reviewed,"""Lancl1""",6.364
ENSMUSG00000023079,Q9JI57-1,reviewed,"""Gtf2ird1""",3.5761
ENSMUSG00000026005,Q8VEE0-1,reviewed,"""Rpe""",3.3265
ENSMUSG00000040767,Q8VIK1-1,reviewed,"""Snrnp25""",4.3403
ENSMUSG00000057315,Q8C4V1-1,reviewed,"""Arhgap24""",1.384
ENSMUSG00000073609,Q8CIM3-1,reviewed,"""D2hgdh""",2.801
ENSMUSG00000009995,I7HJS2-1,unreviewed,"""Taz""",5.3658
ENSMUSG00000030793,Q9EPB4-1,reviewed,"""Pycard""",1.0384
ENSMUSG00000063895,Q8R332-1,reviewed,"""Nup58""",3.4722
ENSMUSG00000003662,Q99KN2-1,reviewed,"""Ciao1""",4.998
ENSMUSG00000003660,Q6P4T2-1,reviewed,"""Snrnp200""",4.801
ENSMUSG00000057363,Q91XL3-1,reviewed,"""Uxs1""",4.7653
ENSMUSG00000037608,Q8K019-1,reviewed,"""Bclaf1""",4.607
ENSMUSG00000090841,Q60605-1,reviewed,"""Myl6""",8.4764
ENSMUSG00000069895,P0C7T6-1,reviewed,"""Atxn1l""",2.6788
ENSMUSG00000025925,P70371-1,reviewed,"""Terf1""",2.4928
ENSMUSG00000025920,Q8CJ67-1,reviewed,"""Stau2""",5.7291
ENSMUSG00000025921,Q8VCH7-1,reviewed,"""Rdh10""",2.0455
ENSMUSG00000061536,Q8BXT9-1,reviewed,"""Sec22c""",2.745
ENSMUSG00000049606,E9QA22-1,unreviewed,"""Zfp644""",4.3632
ENSMUSG00000043683,Q9Z2G1-1,reviewed,"""Fem1aa""",3.2071
ENSMUSG00000054716,Q8BJ90-1,reviewed,"""Znf771""",6.8076
ENSMUSG00000054715,Q8BGS5-1,unreviewed,"""Zscan22""",2.384
ENSMUSG00000078350,P0C8K7-1,reviewed,"""Smim1""",3.3265
ENSMUSG00000042628,Q810J8-1,reviewed,"""Zfyve1""",3.5465
ENSMUSG00000036905,P14106-1,reviewed,"""C1qb""",5.0633
ENSMUSG00000042625,Q80YR5-1,reviewed,"""Safb2""",6.2322
ENSMUSG00000042626,P98083-1,reviewed,"""Shc1""",2.7862
ENSMUSG00000002043,Q78XR0-1,reviewed,"""Trappc6a""",3.089
ENSMUSG00000007564,Q76MZ3-1,reviewed,"""Ppp2r1a""",7.7508
ENSMUSG00000034850,Q8BGP5-1,reviewed,"""Tmem127""",4.6591
ENSMUSG00000034858,Q69ZK7-1,reviewed,"""Fam214a""",3.6373
ENSMUSG00000043535,A2AKX3-1,reviewed,"""Setx""",3.0616
ENSMUSG00000041729,Q8BH44-1,reviewed,"""Coro2b""",5.9416
ENSMUSG00000044308,Q5U430-1,reviewed,"""Ubr3""",5.4527
ENSMUSG00000045252,Q8BY46-1,reviewed,"""Znf574""",3.6214
ENSMUSG00000016344,Q9CR37-1,reviewed,"""Ppdpf""",5.4922
ENSMUSG00000035107,Q91ZV3-1,reviewed,"""Dcbld2""",2.9403
ENSMUSG00000020721,Q6DFV5-1,reviewed,"""Helz""",2.9554
ENSMUSG00000020720,Q9D8W5-1,reviewed,"""Psmd12""",4.8549
ENSMUSG00000033857,Q8BX80-1,reviewed,"""Engase""",2.175
ENSMUSG00000033855,Q8CDJ8-1,reviewed,"""Ston1""",0.7441
ENSMUSG00000028266,P61969-1,reviewed,"""Lmo4""",6.598
ENSMUSG00000083282,Q9R013-1,reviewed,"""Ctsf""",5.0087
ENSMUSG00000066442,Q9D110-1,reviewed,"""Mthfs""",3.8028
ENSMUSG00000044502,Q5SQY2-1,reviewed,"""Bod1""",5.7894
ENSMUSG00000066441,Q9QYF1-1,reviewed,"""Rdh11""",3.2243
ENSMUSG00000019929,P28654-1,reviewed,"""Dcn""",3.4303
ENSMUSG00000019927,P61080-1,reviewed,"""Ube2d1""",5.3831
ENSMUSG00000078652,P61290-1,reviewed,"""Psme3""",5.4971
ENSMUSG00000019923,Q9CQU5-1,reviewed,"""Zwint""",8.7794
ENSMUSG00000078656,Q9CQ80-1,reviewed,"""Vps25""",4.8338
ENSMUSG00000074218,P56392-1,reviewed,"""Cox7a1""",2.2476
ENSMUSG00000063787,Q9CQA6-1,reviewed,"""Chchd1""",5.1218
ENSMUSG00000017561,Q9Z2L7-1,reviewed,"""Crlf3""",3.0512
ENSMUSG00000032458,O55029-1,reviewed,"""Copb2""",4.7694
ENSMUSG00000032459,Q9CXW2-1,reviewed,"""Mrps22""",3.5548
ENSMUSG00000071350,Q8C267-1,reviewed,"""Setdb2""",1.1403
ENSMUSG00000001249,O35453-1,reviewed,"""Hpn""",1.6644
ENSMUSG00000001248,Q8VEF1-1,reviewed,"""Gramd1a""",5.5403
ENSMUSG00000054733,Q9D6Y7-1,reviewed,"""Msra""",4.3315
ENSMUSG00000071359,P62340-1,reviewed,"""Tbpl1""",4.6121
ENSMUSG00000006215,Q60821-1,reviewed,"""Zbtb17""",4.2526
ENSMUSG00000032434,Q9CZ69-1,reviewed,"""Cmtm6""",2.9824
ENSMUSG00000032435,Q8R1Q8-1,reviewed,"""Dync1li1""",4.7571
ENSMUSG00000047767,Q6KAU8-1,reviewed,"""Atg16l2""",4.7394
ENSMUSG00000089824,Q8R4X3-1,reviewed,"""Rbm12""",2.1091
ENSMUSG00000019254,Q3UMT1-1,reviewed,"""Ppp1r12c""",5.9684
ENSMUSG00000096768,J3QMM0-1,unreviewed,"""Gm47283""",7.3423
ENSMUSG00000043991,P42669-1,reviewed,"""Pura""",3.9522
ENSMUSG00000036752,P68372-1,reviewed,"""Tubb4b""",7.333
ENSMUSG00000036751,P56391-1,reviewed,"""Cox6b1""",8.7961
ENSMUSG00000032431,Q9CYD3-1,reviewed,"""Crtap""",2.6581
ENSMUSG00000043998,Q921V5-1,reviewed,"""Mgat2""",2.7975
ENSMUSG00000024099,Q9D6J6-1,reviewed,"""Ndufv2""",6.5302
ENSMUSG00000024098,Q9EP52-1,reviewed,"""Twsg1""",3.2317
ENSMUSG00000024091,Q9WV55-1,reviewed,"""Vapa""",6.2626
ENSMUSG00000024725,Q62422-1,reviewed,"""Ostf1""",2.2074
ENSMUSG00000024096,Q62172-1,reviewed,"""Ralbp1""",4.2022
ENSMUSG00000024095,Q921F4-1,reviewed,"""Hnrnpll""",4.2417
ENSMUSG00000024726,Q80UY1-1,reviewed,"""Carnmt1""",1.1938
ENSMUSG00000026761,O88708-1,reviewed,"""Orc4""",5.2165
ENSMUSG00000026767,Q9CV28-1,reviewed,"""MINDY3""",4.918
ENSMUSG00000026766,Q99LS1-1,reviewed,"""Mmadhc""",4.6543
ENSMUSG00000022223,Q5M8N4-1,reviewed,"""Sdr39u1""",5.4264
ENSMUSG00000019782,Q9CQK7-1,reviewed,"""Rwdd1""",4.7854
ENSMUSG00000037211,Q9QXV9-1,reviewed,"""Spry1""",2.0445
ENSMUSG00000041594,Q8BG19-1,reviewed,"""Tmtc4""",3.0391
ENSMUSG00000030530,P23188-1,reviewed,"""Furin""",3.4944
ENSMUSG00000024544,Q8BWJ4-1,reviewed,"""Ldlrad4""",3.6454
ENSMUSG00000030533,Q99KD5-1,reviewed,"""Unc45a""",4.402
ENSMUSG00000029238,O08785-1,reviewed,"""Clock""",3.2886
ENSMUSG00000030532,Q9D114-1,reviewed,"""Hddc3""",4.028
ENSMUSG00000024896,Q9Z2L6-1,reviewed,"""Minpp1""",4.164
ENSMUSG00000028636,Q8VDG5-1,reviewed,"""Ppcs""",1.9902
ENSMUSG00000037214,Q8CHW1-1,reviewed,"""Thap1""",2.391
ENSMUSG00000003873,Q07813-1,reviewed,"""Bax""",5.2259
ENSMUSG00000026492,Q3TL26-1,reviewed,"""Tfb2m""",3.061
ENSMUSG00000034220,Q9QZF2-1,reviewed,"""Gpc1""",4.6299
ENSMUSG00000059713,Q9JKK0-1,reviewed,"""Rcan3""",3.7113
ENSMUSG00000059714,O08917-1,reviewed,"""Flot1""",6.2966
ENSMUSG00000028630,Q5U4C9-1,reviewed,"""Dyrk2""",2.6619
ENSMUSG00000059248,Q80UG5-1,reviewed,"""Sept9""",3.7736
ENSMUSG00000041378,O54942-1,reviewed,"""Cldn5""",4.8684
ENSMUSG00000051391,P61982-1,reviewed,"""Ywhag""",7.8904
ENSMUSG00000074649,A0A0N4SW31-1,unreviewed,"""BC029722""",4.7839
ENSMUSG00000031903,Q8VEB4-1,reviewed,"""Pla2g15""",2.8294
ENSMUSG00000031901,Q9D7B1-1,reviewed,"""Dus2""",3.6053
ENSMUSG00000000378,Q8K2Y9-1,reviewed,"""Ccm2""",5.1024
ENSMUSG00000049354,P61963-1,reviewed,"""Dcaf7""",5.5954
ENSMUSG00000038623,P58749-1,reviewed,"""Tm6sf1""",4.5032
ENSMUSG00000038622,Q9CQI9-1,reviewed,"""Med30""",4.1186
ENSMUSG00000049680,Q5NCI0-1,reviewed,"""Urgcp""",3.9436
ENSMUSG00000049686,Q8BWG9-1,reviewed,"""Orai1""",2.6265
ENSMUSG00000027012,O88487-1,reviewed,"""Dync1i2""",6.1657
ENSMUSG00000027010,Q8BH59-1,reviewed,"""Slc25a12""",6.1405
ENSMUSG00000027011,P52483-1,reviewed,"""Ube2e3""",5.3055
ENSMUSG00000022003,Q9CR58-1,reviewed,"""Slc25a30""",1.6404
ENSMUSG00000022000,E9Q784-1,reviewed,"""Zc3h13""",3.4417
ENSMUSG00000038235,O88792-1,reviewed,"""F11r""",1.9784
ENSMUSG00000022008,Q69ZC8-1,reviewed,"""Gpalpp1""",2.7365
ENSMUSG00000022009,Q9QXX8-1,reviewed,"""Nufip1""",1.605
ENSMUSG00000066149,Q99JP4-1,reviewed,"""Cdc26""",4.3164
ENSMUSG00000020538,Q9WTN3-1,reviewed,"""Srebf1""",4.8353
ENSMUSG00000070733,F8VQ05-1,unreviewed,"""Fryl""",4.1241
ENSMUSG00000026942,P39429-1,reviewed,"""Traf2""",1.9808
ENSMUSG00000026941,A2AJA7-1,reviewed,"""Mamdc4""",1.1592
ENSMUSG00000020530,Q5SV77-1,reviewed,"""Ggnbp2""",5.7945
ENSMUSG00000070923,Q6ZPT1-1,reviewed,"""Klhl9""",4.2838
ENSMUSG00000020532,Q5SWU9-1,reviewed,"""Acaca""",3.6923
ENSMUSG00000003299,Q9DCU6-1,reviewed,"""Mrpl4""",5.2852
ENSMUSG00000020534,P50431-1,reviewed,"""Shmt1""",1.4769
ENSMUSG00000020536,Q80Y17-1,reviewed,"""Llgl1""",4.5564
ENSMUSG00000020537,Q9QXB9-1,reviewed,"""Drg2""",5.1212
ENSMUSG00000091811,E9PV59-1,unreviewed,"""Inafm1""",4.3746
ENSMUSG00000004473,O88200-1,reviewed,"""Clec11a""",1.3199
ENSMUSG00000043059,Q6PD29-1,reviewed,"""Znf513""",4.1158
ENSMUSG00000068874,P17563-1,reviewed,"""Selenbp1""",2.5651
ENSMUSG00000031012,O70589-1,reviewed,"""Cask""",4.2399
ENSMUSG00000031015,Q6A028-1,reviewed,"""Swap70""",1.8747
ENSMUSG00000031016,P47810-1,reviewed,"""Wee1""",2.5023
ENSMUSG00000003123,P54310-1,reviewed,"""Lipe""",2.3372
ENSMUSG00000028894,Q8K337-1,reviewed,"""Inpp5b""",5.3532
ENSMUSG00000028893,P58043-1,reviewed,"""Sesn2""",1.9384
ENSMUSG00000075376,P0C090-1,reviewed,"""Rc3h2""",3.4188
ENSMUSG00000028016,Q9D168-1,reviewed,"""Ints12""",1.8653
ENSMUSG00000034621,A2A6A1-1,reviewed,"""Gpatch8""",4.7647
ENSMUSG00000034192,P62311-1,reviewed,"""Lsm3""",4.5628
ENSMUSG00000034190,Q8R1T1-1,reviewed,"""Chmp7""",5.0278
ENSMUSG00000028729,Q9D903-1,reviewed,"""Ebna1bp2""",4.4929
ENSMUSG00000028899,Q8VE65-1,reviewed,"""Taf12""",3.0737
ENSMUSG00000028898,Q80VC6-1,reviewed,"""Trnau1ap""",3.1953
ENSMUSG00000028013,Q91VM9-1,reviewed,"""Ppa2""",4.8144
ENSMUSG00000029416,Q91W98-1,reviewed,"""Slc15a4""",3.5372
ENSMUSG00000039105,Q9CR51-1,reviewed,"""Atp6v1g1""",5.7429
ENSMUSG00000029413,Q9D7V9-1,reviewed,"""Naaa""",4.0808
ENSMUSG00000028010,Q9CY66-1,reviewed,"""Gar1""",4.6462
ENSMUSG00000026014,F2Z3U3-1,unreviewed,"""Raph1""",3.6254
ENSMUSG00000035863,Q9Z0P4-1,reviewed,"""Palm""",6.3315
ENSMUSG00000015804,Q920D3-1,reviewed,"""Med28""",5.8959
ENSMUSG00000015806,Q8BVI4-1,reviewed,"""Qdpr""",6.8756
ENSMUSG00000028098,Q9D0C1-1,reviewed,"""Rnf115""",4.4645
ENSMUSG00000034445,Q6P1H1-1,reviewed,"""Cyb561a3""",2.1129
ENSMUSG00000028096,Q8BS95-1,reviewed,"""Gpr89a""",3.2087
ENSMUSG00000028093,Q8BP40-1,reviewed,"""Acp6""",4.2466
ENSMUSG00000070348,P25322-1,reviewed,"""Ccnd1""",3.5097
ENSMUSG00000064264,Q8C1M2-1,reviewed,"""Znf428""",4.6951
ENSMUSG00000034993,Q62465-1,reviewed,"""Vat1""",3.91
ENSMUSG00000005981,Q9CQN1-1,reviewed,"""Trap1""",5.1773
ENSMUSG00000005982,Q9DBU2-1,reviewed,"""Naa60""",5.5334
ENSMUSG00000005983,Q8BT88-1,reviewed,,1.8107
ENSMUSG00000021621,Q8R1J3-1,reviewed,"""Zcchc9""",3.1223
ENSMUSG00000032594,Q6PD10-1,reviewed,"""Ip6k1""",6.421
ENSMUSG00000032596,Q9DBK7-1,unreviewed,"""Uba7""",2.3869
ENSMUSG00000032590,Q8R146-1,reviewed,"""Apeh""",3.5792
ENSMUSG00000032599,Q80V72-1,reviewed,"""Ip6k2""",5.6093
ENSMUSG00000032598,Q9ESJ4-1,reviewed,"""Nckipsd""",4.8471
ENSMUSG00000074129,P19253-1,reviewed,"""Rpl13a""",9.2526
ENSMUSG00000045917,Q8R239-1,reviewed,"""Tmem268""",2.3039
ENSMUSG00000042541,P60897-1,reviewed,"""Sem1""",4.5646
ENSMUSG00000042015,Q3UDP0-1,reviewed,"""Wdr41""",3.4996
ENSMUSG00000042010,E9Q4Z2-1,reviewed,"""Acacb""",0.6781
ENSMUSG00000042548,P59598-1,reviewed,"""Asxl1""",3.2386
ENSMUSG00000017778,P17665-1,reviewed,"""Cox7c""",7.7495
ENSMUSG00000002455,Q91YR7-1,reviewed,"""Prpf6""",4.1613
ENSMUSG00000002458,Q9CX84-1,reviewed,"""Rgs19""",4.2221
ENSMUSG00000017774,Q9WTI7-1,reviewed,"""Myo1c""",3.0397
ENSMUSG00000066637,Q9DAC7-1,reviewed,"""Ttc32""",1.0655
ENSMUSG00000017776,Q64010-1,reviewed,"""Crk""",5.2408
ENSMUSG00000024392,Q9Z1R2-1,reviewed,"""Bag6""",6.4878
ENSMUSG00000024393,Q7TSC1-1,reviewed,"""Prrc2a""",6.7034
ENSMUSG00000024395,Q91XD2-1,reviewed,"""Lims2""",3.1704
ENSMUSG00000024397,O70200-1,reviewed,"""Aif1""",2.4029
ENSMUSG00000052921,Q5FWH6-1,reviewed,"""Arhgef15""",3.4596
ENSMUSG00000052926,Q9CWY8-1,reviewed,"""Rnaseh2a""",4.1563
ENSMUSG00000029376,D3YZG8-1,reviewed,"""Mthfd2l""",2.006
ENSMUSG00000038552,Q3TR08-1,reviewed,"""Fndc4""",5.6967
ENSMUSG00000044317,Q8BUD0-1,reviewed,"""Gpr4""",1.3767
ENSMUSG00000017119,P97432-1,reviewed,"""Nbr1""",5.8938
ENSMUSG00000040652,O08608-1,reviewed,"""Oaz2""",6.417
ENSMUSG00000002984,Q9QYA2-1,reviewed,"""Tomm40""",5.5859
ENSMUSG00000036104,Q80UJ7-1,reviewed,"""Rab3gap1""",4.372
